reclamacao
"Gostaria de uma resposta mais explicativa sobre o que ocorreu com minha conta ! Pois minha conta foi suspensa permanente sem aviso prévio , e sem explicação! Pois depositei confiança na plataforma e deixei um valor ""expressamente alto"" dentro da plataforma pois fazia movimentação por base dela, além de pagamentos de minhas contas e hoje me encontro totalmente prejudicado e eles não me passam nenhuma transparência sobre o ocorrido !!! Estou muito decepcionado com essa empresa espero no mínimo bom senso e devolução do meu dinheiro pois a quantia é alta e está me fazendo falta , pois minhas contas começam a vencer agora dia 10/08 e estou sem valor para pagá-las !!!! Preciso de ajuda urgentemente , nao sou o primeiro que fazem isso!!!!   Compartilhe essa reclamação:"
"Tenho uma empresa , a ludic vestidos e reivindique a chave pix de enaim ludicvestidos@gmaik.com que estava na minha conta pessoal.  Já se passaram 15 dias e todos me enrolam nas ligações, chats e email e não resolvel  o meu problema. As minhas cliente querem fazer pix e não conseguem. Quero uma solução para o problema é um contato telefônico.    Compartilhe essa reclamação:"
"Foi clonado meu watzapp o [Editado pelo Reclame Aqui] utilizou esse e-mail financeiraseguro@gmail.com chamado LORRANE CRISTINA, eles são [Editado pelo Reclame Aqui].Enviou para todos os meus contatos para pedir dinheiro se passando por mim.   Compartilhe essa reclamação:"
"Eu fiz uma compra com o aplicativo mercado pago no Habibs com o desconto de 8,00, a compra era 21,90. Sobrou então para eu pagar 13,90. No meu app deu aprovado, no meu cartão de crédito veio a conta mas no sistema do Habibs não efetuou a compra, deu que eu não paguei. Com isso, precisei pagar mais uma vez a conta de 21,90 mas sem o desconto pois já tinha utilizado daquele mês, fiz a reclamação, me deram um mês para resolver, até hoje nada. Na se passaram 8 meses, eu ligo e eles falam que está em análise até hoje!!!!! Um absurdo isso, na hora de receber na mesma hora, mas na hora de devolver o dinheiro demoram tanto que eu até esqueço disso!!!! Péssimo!!!! Tenho os três registro    Compartilhe essa reclamação:"
"Estou sem acesso a minha conta mercado pago e mercado livre há meses, pois esqueci a senha já tentei recuperar por diversos meios já enviei fotos de documentos, selfie, etc e a validação nunca dá certo e nunca consigo acessar minha conta de jeito nenhum..    Compartilhe essa reclamação:"
"Em 04  ou 05/08/2021 ao tentar acessar a minha conta no Mercado Livre houve problemas com minha senha... Foram enviados diversos códigos ao meu E-mail e Smartphone para atualização de nova senha... Na sexta feira dia 06/08/2021 recebi um e-mail do Mercado Pago informando que meu pagamento foi aprovado, mas nunca efetuei nenhuma compra nesta data.A mensagem informa de cinco compras iguais e na mesma data, valores iguais de R$ 207,09 (carro) quem recebe é Giam todas com vencimento em 05/09/2021.Não fiz nenhuma compra e nem desse valor, solicito estorno das mesmas pois tudo indica que fui [Editado pelo Reclame Aqui]. Preciso desses estornos com urgência.   Compartilhe essa reclamação:"
"Olha meu nome Michel Lucas Santos Cesário, venho aqui reclamar de um acontecido que eu recebi umas transferência no mercado pago, no cpf 70310813433 fiz 2 saques de mil e uma transferência de 70 reais e um pagamento de 250 no cartão depois fui tentar de novo passar 270. K cartão deu como recusado no outro dia fui viajar e resolver umas coisas wua do cheguei na cidade de destino tentei sacar mais um dia jeito e não foi autorizado sendo se que eu tinha dinheiro na conta falei com atendente ela mandou eu realizar o saque depois, fui pro hotel deitar quando voltei pra realizar o saque novamente fiz algumas tentativas e deu a mesma coisa e acabou chegando email pra min da minha conta do mercado pago falando que minha conta tinha sido suspensa permanente olha eu mandei mensagem e diz que eu fui suspenso de acordo com as Cláudia 10 e não sei o que eu quero resolver o problema caso não se resolva eu quero está transferindo o dinheiro pra minha outra conta porque até então eu recebi o dinheiro de uma moto que eu vendi e deixarei a print das transfere cia que recebi aqui em anexo, quero que resolva o mais rápido possível pois preciso do dinheiro pra resolver minhas coisas ...   Compartilhe essa reclamação:"
"O Mercado Pago e Mercado Livre suspenderam  minha conta sem sequer avisar e tenho dinheiro para resgatar no Mercado Pago.Já enviei vários emails e não responderam nenhuma .Empresa dificulta tudo, sem um canal de atendimento.Quero meu dinheiro!    Compartilhe essa reclamação:"
"Pedido2718031877. Compra de 2 utensílios. Valor pago. $ 298,85. Em 28/05/2021. Pagamento processado pelo Mercado Pago.   Compartilhe essa reclamação:"
Sobre a compra de um cama boxe de solteiro o frete ficou muito caro eu quero o dinheiro de volta    Compartilhe essa reclamação:
"O Mercado Pago informa que tentou cobrar minha assinatura da Disney + e não conseguiu. Porém, meus cartões estão cadastrados e não houve cobrança. Infelizmente só soube quando foi cancelado a minha assinatura com 50% de desconto. Tive que assinar novamente com o valor integral. É lamentável essa atitude!   Compartilhe essa reclamação:"
"Comprei um fast jet da empresa sepassando, paguei, mas não recebi o produto. Emviei um email à empresa e não obtive resposta. Preciso cancelar a compra ou receber o produto.   Compartilhe essa reclamação:"
A empresa mercado pago bloqueado meu asseco a compra de máquinas e de cadastro das máquinas.   Compartilhe essa reclamação:
"Comprei a mercadoria Fast Jet a partir de um anúncio do Instagram porém ainda não recebi o produto. Por gentileza, gostaria de saber o status da minha compra. O número do boleto pago no dia 28/07 é 23793380296098283477678006333302186980000013790.Espero que isso não tenha sido um [Editado pelo Reclame Aqui] e que seja solucionado rápido.Muito obrigado.   Compartilhe essa reclamação:"
"Venho pagando as contas em dias, porém quando fui realizar uma compra pelo mercado credito não foi possível, pois não estava disponível a opção mercado credito, entrei em contato com o suporte da mercado pago, eles me disseram que é erro sistêmico, contudo isso já faz mais de uma semana, e eu sempre honro com as parcelas, Não tem motivos para eles desabilitarem essa opção de pagamento, pois eu utilizo ela bastante e sempre pago no dia ou adiantado, espero que resolvam logo essa situação.   Compartilhe essa reclamação:"
"Conforme reportado nos atendimentos telefônicos com número de protocolo 122350828, 122351521, 122352911, para reportar indícios de [Editado pelo Reclame Aqui] no acesso e cadastramento de produtos numa conta do Mercado Livre que não vendo produtos a cerca de 13 a 15 anos.Além do cadastramento de produtos no Mercado Livre, recebi e-mail sobre atualização de telefone no Mercado Pago que, inclusive, não recordo de ter feito abertura de conta nesta empresa.Foi solicitado por mim o cancelamento de qualquer produto anúncio ou conta relacionado ao Mercado Livre e Mercado Pago, no entanto para isso é necessário o envio de imagens dos meus documentos oficiais com fato.Questionei em que momento na minha jornada junto ao Mercado Livre?Mercado Pago eu enviei tais documentos, pois não me recordo de tal fato, e não me foi respondido.Se no momento da criação do meu cadastro nunca precisei enviar imagens de minha documentação para esta empresa, não sinto segurança alguma em compartilhar tais documentos visto que há indícios de [Editado pelo Reclame Aqui] recente em cadastro no Mercado Livre/Mercado Pago e se tais [Editado pelo Reclame Aqui]s estão ocorrendo denotam as falhas de seguranças dessas empresas.É abusivo a empresa querer condicionar o registro de [Editado pelo Reclame Aqui] apenas mediante o envio de tais documentos, visto que não enviei anteriormente tais documentos para empresa.Destaca-se, ainda, que se tais procedimentos de segurança fossem feitos no momento das alterações cadastrais e cadastramentos de produtos que foram realizadas, não estaríamos ocupando nosso precioso tempo com o registo dessa contestação.A empresa não possui rigor suficiente quando um terceiro invade o cadastro de alguém, altera dados, anuncia uma série de produtos e, no momento da contestação pelo cliente legitimo impõe condições abusivas para que isso ocorra.Conforme já dito nos atendimentos, solicito que as contas, anúncios e eventuais produtos bancários ou financeiros vinculadas ao meu CPF sejam encerradas/canceladas nessas instituições.Durante os atendimentos já dei ciência dos fatos as empresas e, desta forma, qualquer fato relacionado as [Editado pelo Reclame Aqui]s relacionadas ao meu cadastro ou CPF é de exclusiva responsabilidade das empresas que se negaram a dar continuidade ao atendimento.   Compartilhe essa reclamação:"
"comprei depilador dia12  julho e recebi email de?confirmação da compra e nada mais...nem rastreamento! estou desconfiada...pois se forem ler comentários nas redes sociais, tiveram pessoas que nunca receberam a compra! onde está minha compra?!   Compartilhe essa reclamação:"
"Comprei um microondas na eletro Brd confiando que o pagamento é feito através do mercado pago, achando que estava seguro, porém entregaram em juíz de fora MG o qual não é e nunca foi o meu endereço. Fiz uma reclamação no mercado pago e eles não resolveram alegando que a compra não foi feita pelo mercado livre. Então porque ele aceitam o pagamento se não se responsabilizam? E depois vc não tem nem como continuar com a reclamação que eles encerram a mesma...uma vergonha com o consumidor, e pelo que eu vi não sou o primeiro que aconteceu isso...   Compartilhe essa reclamação:"
"Tenho uma conta no Mercado Pago que só foi criada pois é vinculada às compras que se realizam no Mercado Livre. Não a utilizo para mais nada além disso e quando por sorte verifiquei um email avisando acesso dessa conta. Quando entrei, alguém estava se esbaldando de realizar compras e eu desesperadamente ia cancelando, no extao momento em que eram aprovadas. Todas iam se cancelando, uma inclusive foi rejeitada por um dos cartões de crédito cadastrados na conta por suspeita de [Editado pelo Reclame Aqui]. Porém, uma dessas compras surpreendentemente foi aceita, mesmo mediante o meu pedido de cancelamento instantâneo. No mesmo MINUTO da compra, pedi cancelamento, no mesmo momento entrei em contato com o vendedor e ele pediu a mediação do Mercado Livre (para mim o mesmo estava ciente do [Editado pelo Reclame Aqui] e nada fez). O Mercado Pago me respondeu que minha compra (QUE NÃO FOI MINHA) não estava de acordo com as políticas da empresa e que permaneceria com a cobrança para mim. Graças a Deus que é um valor de R$ 166,12 e ainda parcelado em 6x, se as outras compras tivessem sido aceitas também  eu teria um prejuízo de mais de R$ 1000,00! Entrei em contato com a Ouvidoria, fui atendida pelo atendente Gustavo, no protocolo 120414869 que pediu um prazo para análise. Ontem, 07/08/21, 20 dias após o ocorrido, a ouvidoria me responde com o mesmo texto da primeira reclamação:""Bom dia Ana, eu sou o Gustavo que atendeu você aqui na Ouvidoria do Mercado Pago, tudo bem?Sobre o seu contato com a nossa Ouvidoria, no protocolo 120414869 em 28/07/2021, identificamos que no dia 20/07/2021 sua conta teve acessos que suspeitamos não terem sido realizados por você. Realizamos procedimentos de verificação de identidade e validação de informações cadastrais, dessa forma, seu cadastro já foi regularizado em 2/08/2021.Porém, não foi possível recuperar os valores movimentados. Esclarecemos que os prejuízos ou eventuais perdas não são de responsabilidade do Mercado Livre/Mercado Pago, em conformidade com o previsto nos itens 11 e 1.2.3 dos termos e condições...""Ou seja, eu arco com um prejuízo que foi causado pela insegurança da conta, pela[Editado pelo Reclame Aqui]do vendedor que eles mesmo não souberam conduzir e assim os [Editado pelo Reclame Aqui]s na internet se multiplicam! Quero que seja analisado VERDADEIRAMENTE minha situação, por que uma compra cancelada no mesmo minuto passou entre tantas outras canceladas? E o compromisso do vendedor com o Mercado Pago, não deve nenhuma explicação de porque não respondeu a notificação de cancelamento no mesmo minuto e variados e-mails e notificações seguintes? Preciso de ajuda REAL!   Compartilhe essa reclamação:"
"Minha conta foi suspensa, porém possuo um valor preso. Já solicitei várias vezes a retirada, me informaram que precisava esperar 60 dias pra retirar o valor. Última reclamação foi feita na data 04/03/2021, e até então o valor não foi estornado.    Compartilhe essa reclamação:"
"Tive minha conta do Mercado Pago suspensa hoje.TENHO 100% DE REPUTAÇÃO POSITIVA, TODOS DOCUMENTOS VERIFICADOS, TODOS DADOS ATUALIZADOS, FIZ INÚMERAS VENDAS E TENHO TOTAL RESPEITO COM MEUS CLIENTES E COM O SITE.Hoje simplesmente recebo essa mensagem no meu MercadoLivre/MercadoPago em meu e-mailDessa forma, tivemos que suspender sua conta porque identificamos comportamentos irregulares, que contrariam os nossos Termos e Condições, conforme a cláusula 10 - Sanções. Em razão disso, você não conseguirá realizar movimentações em suas contas Mercado Livre e Mercado Pago.Preciso de informações detalhadas - o que exatamente foi feito? Sem saber o que foi, é possível inclusive que outros tenham usado minha conta, que custa me dizer qual foi o problema?Também fui vitima de um [Editado pelo Reclame Aqui] de um comprador via whatsapp após a compra, e no outro dia isso me acontece   Compartilhe essa reclamação:"
"Estou tentando transferir determinado valor da minha conta, utilizando a chave pix da outra conta, mas sempre diz que a transacao não passou na validação de segurança, por fim não  consigo transferir o valor    Compartilhe essa reclamação:"
Vi um anúncio de um container na página de Débora Machado ..entrei em contato com ela e me passou um número de celular que supostamente serão do marido dela .esse prontamente entrou em contato comigo ..tratamos a negociação e pagamento e entrega tudo via watts ..foi gerado um boleto vi mercado pago com garantia que só seria liberado o dinheiro mediante a entrega do produto o que não aconteceu ..pois no momento que paguei o boleto 2 dias após o dinheiro já foi creditado na conta de Everlin Franciele de Oliveira CPF número 03199472036..e depois disso o vendedor simplesmente me.bloqueou e exclui tudo o que podia ..aí percebi que era [Editado pelo Reclame Aqui] ...quero ressarcimento pois mercado pago não poderia ter liberado o valor para o vendedor sem ele ter me entregue a mercadoria ....qual a segurança de comprar pelo mercado pago então???    Compartilhe essa reclamação:
"Enviaram-me dia 07/08/2021, via mensagem do app MercadoPago, um desconto de R$ 10 ao recarregar pelo menos R$ 20 no bilhete único, oferta essa que já havia sido  oferecida outras vezes inclusive e que eu aproveitei. Mas, ao tentar utilizar a promoção, a mesma foi recusada, alegando que eu já havia adicionado o cupom. A empresa fez uma oferta e não quer cumprir, estou com os prints que provam que estão agindo de [Editado pelo Reclame Aqui]  enganando e lesando seus consumidores. Toda informação ou publicidade, suficientemente precisa, veiculada por qualquer forma ou meio de comunicação com relação a produtos e serviços oferecidos ou apresentados, obriga o fornecedor que a fizer veicular ou dela se utilizar e integra o contrato que vier a ser celebrado. CDC   Compartilhe essa reclamação:"
"Minha conta foi suspensa e eu possuo saldo que ficou disponível hoje para saque e eu havia sido informado que mesmo com a conta bloqueada eu conseguiria efetuar o saque.Porém eu entro pelo smartphone e pelo computador e em ambos locais quando eu tento realizar o saque, sou informado que minha conta está suspensa e que não poderei movimentá-la mais.Peço que por favor efetuem então o saque para minha conta do banco original cadastrada ou liberem somente essa função para mim. O dinheiro é meu e se vocês não o devolverem isso pode se caracterizar como apropriação indébita.Fico no aguardo.   Compartilhe essa reclamação:"
"Estou sendo cobrado diariamente pelo Mercado Pago uma instituição vinculada ao Mercado Livre cadastrada no CNPJ:  03.007.331/0001-41, que me cobra uma compra de um Guidão Reto Absolute Mtb 31.8 X 720mm que eu NUNCA COMPREI, NUNCA RECEBI O PRODUTO.O MERCADO LIVRE E O MERCADO PAGO, quem faz a cobrança, não me dá opção de falar o que esta acontecendo e ja passaram meu número para outra instituição financeira para fazer a cobrança, intensificaram a cobrança mas não responde as minhas tentativas de contato para tirar essa dívida que se crio em meu CPF.Minha última consulta Consulta n. 120712374Deixe sua dúvidaQual é a sua consulta?: Não reconheço uma transação feitaComo podemos ajudar?: Não fiz compra, não recebi produto. não entendo o por que da cobrançaE agora Mercado Livre ?   Compartilhe essa reclamação:"
Não consigo contato para emissão do boleto devedor e estou com restrição no cpf   Compartilhe essa reclamação:
Não estou conseguindo fazer transferência nem pagar boleto.    Compartilhe essa reclamação:
"Estou no momento sem meu documento RG, estou aguardando agendamento para fazer segunda via, porém preciso usar o meu app, gostaria de usar minha carteira de trabalho. Preciso da conta, pois é de uso diário.   Compartilhe essa reclamação:"
"Gostaria de cancelar minha conta no mercado livre, mais nao consigo pois nao enviam o codigo de validacao para eu poder cancelar   Compartilhe essa reclamação:"
"No dia 25 de junho comprei uma maquininha do Mercado Pago para utilizar em minha loja. Eu já tenho uma outra maquininha que uso em uma outra loja e pedi essa segunda para uma nova loja que abri.Eu consigo acessar normalmente o app da maquininha antiga, porém não consigo acesso no app da maquininha nova. Estou desde a data da compra tentando acessar o app e ninguém do Mercado Pago consegue me ajudar, e com isso, meu dinheiro está bloqueado na conta, pois não consigo transferir, pagar boletos, não consigo fazer nada!O erro que aparece é que meu CPF está com problemas na receita federal, porém já consultei e não há nada de irregular!Estou tendo que pedir dinheiro emprestado para pagar as contas, pq meu dinheiro das vendas está bloqueado no app.Quem me vendeu a maquininha foi a representante Mayane.   Compartilhe essa reclamação:"
"Sempre gostei do mercado pago e  ""ainda""gosto, porém tem ocorrido óbices/má prestação, no quesito AJUDA do APLICATIVO(sofrendo assim, sanções/penalidades ao consumidor, no caso eu eterceiros).  FIQUE CONSTADO!     Compartilhe essa reclamação:"
"Fiz uma compra no dia 11/6, no valor de 717,58 e até o momento não recebi nada. Enviaram um e-mail no dia 14/6 dizendo que o pedido estava sendo separado e embalado e que eu os receberia até dia 30/6. Não enviaram código de rastreio. Número do pedido: 1081   Compartilhe essa reclamação:"
"Fiz uma assinatura do Disney aproveitando a promoção do benefício que tenho mercado pago.Na promoção pago por 18,60 que desconta direto do saldo do mercado pago.Porém esqueci e acabei não colocando saldo, hoje acordei com e-mail e notificação do app avisando que se não pagasse o valor de 27,90 meu plano seria cancelado. Entrei em contato com a empresa e fui informada que como não paguei dia 6 tinha perdido a promoção. Poxa vcs não poderia me enviar uma notificação ou email avisando que precisava pagar naquele dia? Recebo várias notificações que não tenho interesse sobre compras e outras promoções, até sobre as parcelas que tenho no mercado crédito recebo notificação, mas para me avisar que preciso pagar o Disney e não perde a promoção vcs não avisam? Agora se quiser continuar tenho que pagar 27,90? Isso é um absurdo, vcs deveriam tratar melhor seus clientes.Vou deixar cancelar o Disney pq vcs não me comunicaram que precisa pagar até o 06Agora comunicar outras coisas que não tenho Inter vcs sabem. Parabéns pela atitude.   Compartilhe essa reclamação:"
"Eu achei um absurdo, a forma que tal empresa trata os consumidores. Minha mãe comprou uma cama de número do pedido 3709017096397. Considerando que a empresa forneceu um número para contato, (11) 93426-6120;Considerando que foi enviado mensagens solicitando o código de rastreio do produto, e em nenhum caso tivemos respostaConsiderando que a primeira parcela já foi devidamente paga.Nesta forma, como consumidor e como prevê o código de defesas do consumidor, eu exijo o envio do produto em prefeito ou o reembolso como o cancelamento das demais parcelas à vencer.   Compartilhe essa reclamação:"
"Há algum tempo tive a minha conta do mercado pago invadida, usaram meu login mas cadastraram um CPF e uma conta diferente, entrei em contato e pelo visto conseguiram cancelar as contas etc, mas dia 05/08 recebi no e-mail uma notificação do mercado livre falando que tiraram a verificação em duas etapas do Login, então resolvi cancelar todas essas contas pois nunca usei e só estão me dando problemas, o problema é que quando invadiram a minha conta do mercado pago fizeram vendas e saques, mas pelo que me lembro ficou um saldo remanescente, para cancelar a conta do mercado livre eu preciso sacar o dinheiro da conta do mercado pago, mas tem outro cpf cadastrado lá ainda e eu de forma algum quero colocar meu CPF nesses cadastros, além do mais esse dinheiro nem é meu, eu não quero receber nada, só quero cancelar essas contas, alguém me ajuda a apenas cancelar, por favor.   Compartilhe essa reclamação:"
"Comprei no dia 18/07/2021 o produto apresentado no titulo na loja Morningstar via mercado pago. O produto custou R$15,99, porém, os únicos e-mails que recebi foram da confirmação do pedido e o boleto para pagamento. O loja está fora do ar, fiz o pagamento e não passava de um [Editado pelo Reclame Aqui]. Comprei exatamente porque era mercado pago. Lamentável a situação.    Compartilhe essa reclamação:"
"Tenho meu cartão cadastrado no Mercado Livre e Mercado Pago... as últimas 3 compras foram recusadas por ""questão de segurança"" e não explicam o motivo. Um dos pagamentos é a assinatura do Disney+ que usei mês passado o mesmo cartão final 1189 e não deu problema.Fiz contato pelo Fale Conosco (122338408) que não souberam resolver. Preciso de uma solução urgente!!!!    Compartilhe essa reclamação:"
"No dia 08 07 recebi uns 3 e-mails da Shell Box dizendo que o meu pagamento foi aprovado através do Mercado Pago. Em primeiro lugar, eu só tenho cadastro no Mercado Livre, onde sempre estou fazendo compras.Seria impossível eu fazer uma compra através do Mercado Pago através do Shell Box, eu não possuo veículos, eu tenho uma moto, onde o abastecimento é uma vez por semana.Mandei e-mail para o Mercado informando de que não foi eu que fiz a compra.Contestei no meu cartão de crédito e eles fizeram o estorno. Após isso a central do Mercado Pago vem me mandando e-mail fazendo as cobranças.Recentemente recebi um e-mail pedindo pra eu enviar os dados da minha habilitação e eu mandei, mas em determinado momento o site da erro e não vai toda a documentação.Hoje recebi um e-mail dizendo de que eu não posso mais fazer compras através do Mercado Pago. Mas eu não acho certo, desde o começo estou falando de que não fui eu que fiz o cadastro e nem as compras. Espero que vocês resolvam o meu problema, pois eu não posso ser prejudicada em uma coisa que eu não fiz.   Compartilhe essa reclamação:"
"Texto: Realizei a compra de um pente chapinha em março de 2021 e até hoje não recebi. A loja Americana diz que não foi com eles ; o Mercado pago não responde. Aqui está a prova da compra . E agora vou ficar sem meu dinheiro e sem minha mercadoria? Já venho reclamando a meses não é de agora. Só que não me deram atenção. Você verá este pagamento na fatura do seu cartão como MERCPAGO*MERCADOPAGO Realizei uma compra de um pente chapinha em março de 2021 e até hoje não recebi. Já venho reclamando vários meses e nada.PEDIDO #1397 - CONFIRMADO Método de envioFreeMétodo de PagamentoCartão de CréditoNúmero do pedido#1397 Você verá este pagamento na fatura do seu cartão como MERCPAGO*MERCADOPAGOReferência de pagamento: 14230186594Dinheiro recebido por:Jefferson NunesCPF 70274834405Data:29/03/2021 12:24:54Em caso de dúvidas, por favor, entre em contato com AMERICANAEXPRESS LTDA. Se encontrar algum erro com o pagamento, visite nossa Ajuda para encontrar uma solução. Pagamento processado pelo Mercado Pago AGORA NIGUÉM É O RESPONSÁVEL? TODAS AS COMPRAS NÂO ENTREGUES FORAM [Editado pelo Reclame Aqui]S ? QUE ISSO? PRECISAMOS DE UMA CPI NOS SITES DA INTERNET DE VENDAS ONDE SE LUCRAM AO MONTES AS CUSTAS DO CLIENTE.   Compartilhe essa reclamação:"
"Fiz um pagamento de um boleto errado, não consigo contato com a empresa. Quero o reembolso do valor    Compartilhe essa reclamação:"
"Desativaram o mercado crédito da minha conta sem motivo algum, paguei todas as parcelas em dia, e do nada foi retirado a opção da minha conta !!!!   Compartilhe essa reclamação:"
"Através de um anuncio da Azul Linhas Aéreas, havia uma promoção de passagem para Portugal (Porto) c o preço super acessível,  1.399,00 reaisA atendente Glenda Alves de Carvalho  cpf 078.785.181-73 celular 11 934553006 fez td o processo  no dia 24/7/21  o msm foi pago dia 26/7/21 enviando um boleto, no  qual o pagamento p o Mercado Pago, qdo questionei a Glenda ela disse q essa instituição era vinculada a dela. Como é um site ""seguro"" realizei o pagamento. Qdo fui ao aeroporto confirmar a reserva, n constava nada. Fui furtada, [Editado pelo Reclame Aqui]. Então, o Mercado Pago tem convênio c [Editado pelo Reclame Aqui]res.  Registro essa [Editado pelo Reclame Aqui] p alertar sobre esse site q n é nd confiável.    Compartilhe essa reclamação:"
"Tenho uma conta no Mercado Pago e possuo valores em dinheiro referente a recebimento de prêmios da loteria da Caixa econômica federal. Porém não consigo acessar a estes valores nunca, pois é solicitado uma validação através de foto do rosto, porém nunca dá certo e pede para tentar novamente. Já tentei fazer no mínimo uma centena de vezes e nunca dá certo. Meu dinheiro está preso e não consigo utilizá-lo. Solicito a liberação imediata e prometo nunca mais utilizar a plataforma do Mercado Pago. Estou muito frustrado com a experiência dos serviços desta empresa.   Compartilhe essa reclamação:"
